cell ID:  0 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.36
cell ID:  756 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  757 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  758 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.86
cell ID:  759 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  760 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  761 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  762 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  763 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  764 	 	 real cell type: Mic 	 	 predicted cell type: Mic 	 	 probability: 0.98
cell ID:  765 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  766 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  767 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.66
cell ID:  768 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  769 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.62
cell ID:  770 	 	 real cell type: OliI 	 	 predicted cell type: OliI 	 	 probability: 0.48
cell ID:  771 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.43
cell ID:  772 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  773 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.83
cell ID:  774 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  775 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.51
cell ID:  776 	 	 real cell type: InV 	 	 predicted cell type: InV 	 	 probability: 0.98
cell ID:  777 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.5
cell ID:  778 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  779 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.86
cell ID:  780 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  781 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.78
cell ID:  782 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.79
cell ID:  783 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  784 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.93
cell ID:  785 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.91
cell ID:  786 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.92
cell ID:  787 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.91
cell ID:  788 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  789 	 	 real cell type: E6Tle4 	 	 predicted cell type: E5Parm1 	 	 probability: 0.47
cell ID:  790 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.68
cell ID:  791 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.87
cell ID:  792 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  793 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.93
cell ID:  794 	 	 real cell type: Clau 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.47
cell ID:  795 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.8
cell ID:  796 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  797 	 	 real cell type: E3Rorb 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  798 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  799 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.97
cell ID:  800 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.55
cell ID:  801 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  802 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  803 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  804 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  805 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  806 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.84
cell ID:  807 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  808 	 	 real cell type: InS 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.78
cell ID:  809 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.57
cell ID:  810 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.39
cell ID:  811 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.8
cell ID:  812 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  813 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E6Tle4 	 	 probability: 0.36
cell ID:  814 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.93
cell ID:  815 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  816 	 	 real cell type: InV 	 	 predicted cell type: InV 	 	 probability: 0.98
cell ID:  817 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  818 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.93
cell ID:  819 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  820 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.89
cell ID:  821 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  822 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  823 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  824 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  825 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.89
cell ID:  826 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.86
cell ID:  827 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.84
cell ID:  828 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.72
cell ID:  829 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.92
cell ID:  830 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.92
cell ID:  831 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.84
cell ID:  832 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  833 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  834 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  835 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.95
cell ID:  836 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.85
cell ID:  837 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  838 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  839 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.93
cell ID:  840 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  841 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  842 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  843 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  844 	 	 real cell type: E5Parm1 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  845 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  846 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  847 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  848 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  849 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.87
cell ID:  850 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.85
cell ID:  851 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  852 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  853 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  854 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.91
cell ID:  855 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  856 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  857 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.92
cell ID:  858 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  859 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  860 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.8
cell ID:  861 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  862 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  863 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  864 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.93
cell ID:  865 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  866 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  867 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.82
cell ID:  868 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  869 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  870 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.93
cell ID:  871 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  872 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  873 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  874 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  875 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.81
cell ID:  876 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.75
cell ID:  877 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.92
cell ID:  878 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.89
cell ID:  879 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  880 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.93
cell ID:  881 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  882 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.94
cell ID:  883 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.92
cell ID:  884 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.95
cell ID:  885 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  886 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  887 	 	 real cell type: E5Parm1 	 	 predicted cell type: E6Tle4 	 	 probability: 0.24
cell ID:  888 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.99
cell ID:  889 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.97
cell ID:  890 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.85
cell ID:  891 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  892 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  893 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  894 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  895 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  896 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.9
cell ID:  897 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E6Tle4 	 	 probability: 0.61
cell ID:  898 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  899 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  900 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  901 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  902 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.73
cell ID:  903 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  904 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.83
cell ID:  905 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.75
cell ID:  906 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  907 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.84
cell ID:  908 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  909 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.91
cell ID:  910 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.83
cell ID:  911 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.94
cell ID:  912 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  913 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.55
cell ID:  914 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rmst 	 	 probability: 0.62
cell ID:  915 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.93
cell ID:  916 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  917 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.66
cell ID:  918 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  919 	 	 real cell type: Mic 	 	 predicted cell type: Mic 	 	 probability: 0.99
cell ID:  920 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  921 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.9
cell ID:  922 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.74
cell ID:  923 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  924 	 	 real cell type: Peri 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  925 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.83
cell ID:  926 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E6Tle4 	 	 probability: 0.54
cell ID:  927 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  928 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.93
cell ID:  929 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  930 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  931 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  932 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.3
cell ID:  933 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.61
cell ID:  934 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  935 	 	 real cell type: InS 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.76
cell ID:  936 	 	 real cell type: InP 	 	 predicted cell type: InS 	 	 probability: 0.48
cell ID:  937 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  938 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  939 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.39
cell ID:  940 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.88
cell ID:  941 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.77
cell ID:  942 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  943 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.89
cell ID:  944 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.92
cell ID:  945 	 	 real cell type: OliM 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.89
cell ID:  946 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.49
cell ID:  947 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  948 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  949 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.89
cell ID:  950 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  951 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  952 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  953 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  954 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.89
cell ID:  955 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.39
cell ID:  956 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.67
cell ID:  957 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.67
cell ID:  958 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  959 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rorb 	 	 probability: 0.83
cell ID:  960 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  961 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.93
cell ID:  962 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.97
cell ID:  963 	 	 real cell type: E3Rorb 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.82
cell ID:  964 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.79
cell ID:  965 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  966 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.9
cell ID:  967 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  968 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  969 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.97
cell ID:  970 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  971 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  972 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.89
cell ID:  973 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  974 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.89
cell ID:  975 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.71
cell ID:  976 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  977 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.85
cell ID:  978 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.92
cell ID:  979 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  980 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.88
cell ID:  981 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  982 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  983 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  984 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  985 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.97
cell ID:  986 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  987 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.9
cell ID:  988 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  989 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  990 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E3Rmst 	 	 probability: 0.43
cell ID:  991 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.22
cell ID:  992 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  993 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  994 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  995 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  996 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  997 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.38
cell ID:  998 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.7
cell ID:  999 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.91
cell ID:  1000 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1001 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.81
cell ID:  1002 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1003 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1004 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1005 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.95
cell ID:  1006 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  1007 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.94
